,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,age_bins
7833,Apr,4,Monday,Toyota,Rural,Monday,Apr,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision,middle
7834,Apr,1,Monday,Mazda,Urban,Tuesday,Apr,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,middle
7835,Apr,1,Wednesday,Chevrolet,Urban,Friday,Apr,2,Male,Married,Policy Holder,Utility - Liability,Utility,more than 69000,0,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,old
7836,Nov,2,Wednesday,Mazda,Urban,Friday,Nov,2,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,young
7837,Apr,1,Saturday,Pontiac,Urban,Monday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,middle
7838,Mar,4,Friday,Mazda,Urban,Monday,Mar,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils,young
7839,Mar,4,Saturday,Honda,Rural,Tuesday,Mar,5,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,young
7840,Nov,4,Saturday,Pontiac,Urban,Friday,Dec,1,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,young
7841,Nov,5,Monday,Chevrolet,Urban,Monday,Nov,5,Male,Single,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,middle
7842,Nov,4,Sunday,Toyota,Urban,Tuesday,Nov,5,Female,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision,young
7843,Nov,4,Saturday,Mazda,Urban,Monday,Nov,5,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7844,Nov,4,Thursday,Honda,Urban,Thursday,Nov,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,young
7845,Nov,1,Thursday,Mazda,Urban,Tuesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,middle
7846,Oct,5,Monday,Pontiac,Urban,Tuesday,Nov,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,young
7847,Nov,2,Wednesday,Pontiac,Rural,Friday,Nov,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,young
7848,Oct,3,Monday,Pontiac,Rural,Thursday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7849,Oct,3,Sunday,Pontiac,Urban,Wednesday,Oct,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,old
7850,Oct,2,Tuesday,Toyota,Urban,Tuesday,Oct,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,young
7851,Sep,3,Sunday,Chevrolet,Urban,Thursday,Oct,1,Male,Single,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,young
7852,Aug,2,Thursday,Chevrolet,Urban,Friday,Aug,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,middle
7853,Jul,2,Friday,Honda,Urban,Wednesday,Jul,2,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,teens
7854,Jun,3,Sunday,Pontiac,Urban,Monday,Jun,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,500,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,2 to 3 years,2 vehicles,1995,Liability,middle
7855,Jun,3,Monday,Honda,Urban,Wednesday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,middle
7856,May,4,Thursday,Mazda,Urban,Thursday,May,4,Female,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,young
7857,May,4,Sunday,Toyota,Urban,Tuesday,May,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision,young
7858,May,2,Wednesday,Ford,Urban,Thursday,May,2,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,young
7859,Apr,4,Friday,Chevrolet,Urban,Wednesday,Apr,4,Female,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,middle
7860,Apr,4,Saturday,Chevrolet,Urban,Thursday,Apr,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,middle
7861,Mar,3,Monday,Pontiac,Urban,Tuesday,Mar,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,young
7862,Jan,3,Monday,Honda,Urban,Monday,Jan,3,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,young
7863,Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,middle
7864,Aug,1,Sunday,Honda,Urban,Monday,Aug,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,middle
7865,Jun,5,Thursday,Toyota,Urban,Tuesday,Jul,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7866,Jun,5,Thursday,Toyota,Urban,Tuesday,Aug,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,young
7867,Mar,5,Thursday,Pontiac,Urban,Thursday,Apr,1,Male,Married,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,young
7868,Mar,5,Tuesday,Mazda,Urban,Tuesday,Apr,1,Male,Single,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,4,more than 30,more than 30,none,5 years,31 to 35,Yes,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7869,Nov,2,Thursday,Honda,Urban,Wednesday,Nov,3,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7870,Nov,2,Thursday,Honda,Urban,Friday,Nov,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,young
7871,Nov,2,Thursday,Toyota,Rural,Friday,Nov,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,400,2,more than 30,more than 30,none,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,middle
7872,Nov,2,Thursday,Pontiac,Urban,Wednesday,Nov,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,Collision,young
7873,Jun,3,Friday,Toyota,Urban,Wednesday,Jul,1,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,middle
7874,Jun,3,Wednesday,Toyota,Urban,Tuesday,Jul,3,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,middle
7875,Jun,1,Monday,Chevrolet,Urban,Tuesday,Jun,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision,middle
7876,Mar,2,Tuesday,Honda,Urban,Friday,Mar,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7877,Feb,4,Sunday,Toyota,Urban,Thursday,Jun,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7878,Jul,3,Saturday,Pontiac,Urban,Monday,Jul,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7879,Aug,4,Tuesday,Toyota,Urban,Thursday,Aug,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7880,Feb,3,Saturday,Toyota,Urban,Tuesday,Feb,4,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,young
7881,Dec,1,Thursday,Honda,Urban,Monday,Dec,1,Female,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7882,Dec,3,Thursday,Mazda,Urban,Thursday,Dec,3,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,young
7883,Mar,3,Saturday,Toyota,Urban,Thursday,Mar,4,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,middle
7884,Aug,2,Saturday,Pontiac,Rural,Monday,Aug,3,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,middle
7885,Sep,1,Monday,Toyota,Urban,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,middle
7886,Sep,4,Tuesday,Honda,Urban,Tuesday,Sep,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,young
7887,Dec,3,Friday,Toyota,Urban,Friday,Dec,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995,Collision,young
7888,Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,old
7889,Dec,2,Saturday,Pontiac,Urban,Wednesday,Dec,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,young
7890,Nov,2,Friday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,middle
7891,Dec,1,Tuesday,Mazda,Urban,Tuesday,Dec,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7892,Dec,1,Monday,Honda,Urban,Tuesday,Dec,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7893,Nov,3,Monday,Honda,Urban,Tuesday,Dec,2,Male,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,2,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision,teens
7894,Oct,3,Monday,Toyota,Rural,Monday,Oct,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7895,Sep,4,Wednesday,Toyota,Urban,Wednesday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,middle
7896,Sep,4,Saturday,Honda,Urban,Monday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Liability,young
7897,Sep,2,Sunday,Toyota,Urban,Wednesday,Sep,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,young
7898,Aug,1,Sunday,Toyota,Urban,Monday,Aug,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,old
7899,Mar,5,Tuesday,Honda,Urban,Monday,Apr,2,Female,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,young
7900,Jan,2,Wednesday,Ford,Urban,Wednesday,Jan,2,Male,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,old
7901,Dec,3,Friday,Chevrolet,Urban,Friday,Dec,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,old
7902,Dec,3,Wednesday,Toyota,Urban,Wednesday,Dec,3,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,young
7903,Dec,3,Friday,Mazda,Urban,Monday,Dec,3,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1995,Collision,young
7904,Dec,1,Friday,Toyota,Urban,Friday,Dec,3,Male,Single,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,teens
7905,Dec,1,Saturday,Pontiac,Urban,Friday,Dec,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,more than 4,3 years,31 to 35,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,All Perils,young
7906,Jul,3,Wednesday,Toyota,Urban,Thursday,Jul,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,young
7907,Jun,2,Wednesday,Honda,Urban,Friday,Jul,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7908,Jun,2,Tuesday,Chevrolet,Urban,Thursday,Jun,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,young
7909,Mar,4,Monday,Mazda,Urban,Monday,May,2,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,3,more than 30,more than 30,2 to 4,4 years,21 to 25,No,No,External,none,no change,1 vehicle,1995,Collision,teens
7910,Feb,3,Monday,Honda,Urban,Monday,Feb,3,Male,Single,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability,teens
7911,Jan,1,Tuesday,Toyota,Urban,Thursday,Jan,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,young
7912,Jan,4,Monday,Pontiac,Urban,Wednesday,Feb,1,Female,Married,Policy Holder,Sedan - Liability,Sport,less than 20000,0,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,young
7913,Jan,4,Saturday,Chevrolet,Rural,Monday,Jan,4,Female,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,All Perils,young
7914,Jul,5,Thursday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7915,Feb,4,Sunday,Pontiac,Urban,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,middle
7916,Feb,4,Wednesday,Pontiac,Urban,Friday,Aug,1,Male,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,middle
7917,Nov,2,Saturday,Mazda,Urban,Monday,Nov,3,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,4,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,3 to 5,1 year,2 vehicles,1995,All Perils,young
